NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210057144105;2022;11;F;2;3;2;2;0;2;;0;;;;;;;;1502400;Castanhal;15;PA;1;1;1;1;1086;1055;1065;1076;452.9;480.3;376.8;421.8;DCDAEBCADACCCEEABDEBBBCBDDBDEEEDACBBEBBCCCCEA;BEDEEEAADCAEEBBDDBBADEDAAEEAECBBABAEDABDADDCA;ABBEEBAEACDCEBEEEDDBDBCAABAA*EBEEADEACCDEDEAC;AECEEABEEEBDDBECAEDAEBDBEAABDDEBAACADEBDDCAAD;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;4;0;0;0;0;0;0;B;B;C;B;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
210056370762;2022;14;M;1;3;1;1;16;1;;0;;;;;;;;2918001;Jequié;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;A;B;A;2;A;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;B;B
210057650358;2022;11;F;1;3;1;1;0;1;;0;;;;;;;;2905800;Camamu;29;BA;1;1;1;1;1086;1055;1065;1076;462.7;439.8;361.7;400.4;ECBDCDBDEDDDADEEBCBDBCEAAABDEECEBADCBABADCCBD;BCACCCDCADACDCBBDAAADCEEAEEBCBAACCEABAAEBCDDB;BCBCECADDEEBBABADBBDABCEBDDAAEDDDDBCABBEDBEED;DCCDECBEDDECBEBDECDAEBDEDADCDDECAABABEBCCDBCD;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;80;120;100;120;0;420;A;A;A;A;3;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
210054903673;2022;4;M;1;4;1;1;2;1;;0;;;;;;;;2800308;Aracaju;28;SE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;G;B;E;2;P;B;D;D;B;A;B;B;B;B;B;A;B;D;A;B;C;A;C;B
210054803712;2022;8;M;1;3;1;1;5;1;;0;;;;;;;;1505304;Oriximiná;15;PA;1;1;1;1;1088;1058;1067;1077;530.7;546.9;544;517.3;AEACBECDCDEECDDCABEECBCAAAEEBBDDABBBCDECEAECC;ABDAAAABEEBAADDCEAABDCBCDABCEDEBBBDDEAAABACEA;BCDEACCDBDBBDACBADEAECEACCAACAEDEACDCADDDDCCD;DCDCBDAAAAECAEAEBADBCEEEECECAECACDDCACDAEEAAC;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;100;120;120;120;80;540;E;C;C;D;7;B;A;C;C;A;C;B;A;A;A;A;A;A;B;A;B;E;A;A;A
210057620896;2022;14;M;3;1;1;1;16;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1085;1057;1068;1075;621.6;680.8;642.4;712.6;BBBBEACCABDAEEEDABDDBBEEDCBBDECAAACCAAACCDDBA;ABACDCBDDEACDDBDAAADBBDDAECDEBDECBEBAEEDAAEAB;BDECDCCBDACEAECBBDBAEECABABAECEBEAACABBDBDECB;CBDCBEECCBDCDEDEDDCEBEBECDBAADAACEBABDAECAEBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;180;200;200;180;120;880;E;G;E;E;1;M;B;C;C;A;A;B;B;B;B;B;A;A;C;A;B;C;B;C;B
210056711118;2022;2;F;1;3;1;3;0;1;;1;;;;;;;;1100346;Alvorada D'Oeste;11;RO;1;1;1;1;1088;1058;1067;1077;485;547.8;541.5;517.2;DDDEDECACAEDDBEAABAABADECBBCDEEADCDCCEDCEBEDC;ABDEAACCAECBAEEDAEACAEDCDEADBDDACBEDEBCCBADCE;BADEACEADDEDBEDAABACECAAEADEBDEDEADBDECADABCD;DDACACADCEACABBEAEAEBBBEECCAADEDCCBEABDCCEAAB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;160;160;180;160;820;F;F;D;B;4;G;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
210057165325;2022;11;F;1;3;1;1;6;1;;0;;;;;;;;1504422;Marituba;15;PA;1;1;1;1;1086;1055;1065;1076;446.9;480.6;503.7;529.6;EBDADCCDBDBCCEBEEDDDAAAAAABBABEDCBAADBDCCDAED;DCACDACEDCADDCBCCDBBBBADAEECAEBECACEEADAECCAB;EDCAAECEACEEECEDBCCEBECECBEBEACCBBADACBDEDDEB;BDCCDCCEDAACEBCCEEEBDBCAAEBABACEDADEDADDACABC;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;100;120;80;100;100;500;B;E;D;D;8;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
210055983819;2022;2;F;1;1;1;2;0;2;1;0;3545308;Salto de Pirapora;35;SP;2;1;1;3545308;Salto de Pirapora;35;SP;1;1;1;1;1087;1056;1066;1078;456.2;501;567.9;495;ADCCECACBCBADABBCCCCCBDCCCDECEBBDCCBBADABDEDB;EBCABECDDDBBABABCEEDABDCACBAAEADACCABDBDEABEC;DEDDBDDBBADEDBCABDBBBEACDABACCBADDBCDDABEECBB;BBCCACCBDBBCADDABBBDEACBBBABDCABBCBDAEAAACCBD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;160;120;160;140;700;B;E;B;B;5;C;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;B;A;B
210054864522;2022;5;M;1;3;1;1;2;1;;0;;;;;;;;1200401;Rio Branco;12;AC;1;1;1;1;1087;1056;1066;1078;468.6;499.9;485.1;548.3;ADDCECCBECEADAAEADCECDACACEDABAECAABBECDEAECD;CDEABAAEEDECEBECBEADACCDDEAAAEEDDCEABBBDDAEBA;DCEBAEEBBACADAAABDBBEEEACBBECAAAACAEDEACBDDEB;BDECADAEBBCCECCCAEBAEDBEBADACBDBCEBBACBCADDEE;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;100;100;120;40;480;G;E;B;D;2;C;A;B;C;B;B;B;B;B;B;B;A;A;B;B;A;D;A;B;B
210057133674;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;4210506;Maravilha;42;SC;1;1;1;1;1085;1057;1068;1075;383.8;472.6;484.7;620.9;CBCABECEBCDBCDBDADDCEDCCCCCEDACCACBCABEDABACD;ACCCECDCCCCCCCECEACBECACAAACABBCECADACCACCCAE;ADCCECBCDCDBBCCBACBABEBDEACCCCDCCCCCCDCACCCAA;DBACCBDDDBCDDCBDCACEABCADACCDAADCDEADDCECDDBA;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;80;120;100;540;E;G;C;D;4;N;A;D;E;C;B;B;D;B;A;C;A;B;D;A;B;E;A;C;B
210054490963;2022;11;F;2;3;1;1;11;1;;0;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;A;A;3;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210056911044;2022;2;F;1;3;1;2;0;2;1;0;;;;;;;;2515302;Sapé;25;PB;1;1;1;1;1085;1057;1068;1075;441.6;489.3;487.7;471.9;AACBDBBCEDEDDEACACCCBEBCCBECCCCBADBCEBADACECA;EBEAECEDDCACBCDDCADBEDBEABAEBBCBADEBBCDDEAEAE;ABAADCADDADCBDCCABBAEEDAAEDDEDABECAEADCCBBAAA;CDAEDAEBADACEBEDDEBDBCADAADDEEADBBEACEDECECBD;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;140;120;120;160;160;700;H;C;A;A;3;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
210054692905;2022;6;M;1;1;1;1;4;1;;0;;;;;;;;4312401;Montenegro;43;RS;1;1;1;1;1088;1058;1067;1077;436.1;581.8;595.9;658.8;ADCCDDDEEAEBCDECCBCACDAEECADACEBDCCCBDEDDBACA;EBDAABEBBECACDDADCABDEBCDEADCADAEBDDEBBDCCADE;CDBEDCAEBDEDBDAAABACEAEACEDADBEDAAEBAADADACCC;DBDCADEACCDBBEAADCABDDBAEBDCDCDECCECABDCDECAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;140;40;40;120;40;380;C;C;A;A;3;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
210054777518;2022;5;M;1;1;1;1;0;1;;0;;;;;;;;1400100;Boa Vista;14;RR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;G;D;D;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
210055644703;2022;1;M;1;3;1;3;0;1;;1;;;;;;;;4119905;Ponta Grossa;41;PR;1;1;1;1;1085;1057;1068;1075;561.5;631.2;601.6;635.7;ABDBDEDAAACECEAECEBEABEEDDCCBDEAAAACDDCDCAABE;EBBCAEBDDCACDCBDAADDBCDDACCBEBAECBDBADDDAAAAB;BEBCDCCBDCCCBECCBAAAEEDBBAAECCEBEACCAEBDBDEEA;DAECDBBBBDBCCADECCBACDECABCDBEDACBEDCDCEDAEBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;160;180;120;180;160;800;E;G;D;D;4;I;A;B;D;B;A;B;B;B;A;B;A;B;B;A;B;E;B;B;B
210057039049;2022;2;F;1;3;1;2;0;2;1;0;;;;;;;;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;D;5;E;A;C;D;A;B;B;A;B;A;B;A;A;C;A;A;D;A;B;B
210057636309;2022;2;F;1;1;1;3;0;1;;1;;;;;;;;4310207;Ijuí;43;RS;1;1;1;1;1086;1055;1065;1076;545.6;572;595.6;620.7;AAAAACCBACDCCABBABBCCABACCBCADCEDCBCADCEDACBB;CEACEDDAEDAEBBAEABEBAEDAABDEABCACACEEEDDABECA;EDAABEDEACADBDECAACCBAAECCBACACAADBCACACBDEDE;CBBCCBBBECACCCCECBCCCCDCCCCCBCCCCCCCCDCCCCDCC;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;160;100;140;140;680;E;D;A;A;5;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
210055930317;2022;3;M;1;0;1;2;0;2;1;0;3550308;São Paulo;35;SP;3;1;1;3550308;São Paulo;35;SP;1;1;1;1;1087;1056;1066;1078;453.6;523.5;502;547.4;DCBAACAEDCBABCAECBEEBAEDBCCBDEBBCACAEBDCEAABD;EAAEBAADCDDCBDADEAABADCDBBADBEAAACEACCECAAEBD;CAEDBCDBCABECBACBDACCCEBBBACDBBDBDBCDEBACCCBD;BAEAECABDDBEDACEDDBECDBAADDCBDCDBDBDACEAEBAAD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;120;120;80;540;C;D;C;B;7;B;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;A;A;A;B
210057743107;2022;3;M;1;3;1;2;0;2;2;0;4117107;Nova Londrina;41;PR;2;1;1;4113502;Loanda;41;PR;0;2;2;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;A;B;4;E;A;C;D;C;C;B;B;C;A;B;B;B;B;A;B;C;A;B;B
210054635964;2022;4;M;1;1;1;2;0;3;1;0;4316907;Santa Maria;43;RS;4;1;1;4316907;Santa Maria;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;G;G;E;E;3;P;D;D;D;C;A;C;C;B;B;B;B;B;D;B;B;D;B;D;B
210057509248;2022;11;M;1;1;1;1;11;1;;0;;;;;;;;4315602;Rio Grande;43;RS;1;1;1;1;1087;1056;1066;1078;567.7;597.4;587;724.6;CBECCCAABBAABCBBDBCCBECBDEECBBBDCAADDEAEBEBDA;EAECBABDADECBDABCEDEAEACEEADBDBCADCABDBDAAAEB;DECDBDDBCADAEEADADCDEAAABABACDBABDACCADBECDBB;BEECACABDACABDBCAAACCDCECBCACCECCDBDDDDDCBDAC;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;120;120;120;80;560;E;E;C;B;3;C;A;B;C;B;A;B;B;B;B;B;A;B;C;A;B;D;A;C;B
210056285515;2022;7;F;1;1;2;1;2;1;;0;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;C;F;1;D;A;B;B;A;A;B;B;A;A;B;A;A;B;A;A;B;A;A;B
210056313493;2022;13;M;1;3;1;1;16;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1085;1057;1068;1075;461.1;543.4;598.9;389;DBCCEAAEACEDCABCDBCABBDCC*CDCBBCACCBDDCAAEBCE;DACCEBBDADCEACBDBAEEBADBAEAACBEDCBDCACEAADCAB;AABEECCCDACABCCBBCBAEEAABDEABCEBABDAADBABDEAA;CBDBDCCBCCCD.CCCBBDAADCCBEDEBDCCBDBBCCBDEEBCB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;140;100;600;B;E;B;D;10;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210057190438;2022;3;M;0;3;1;2;0;2;1;0;2800308;Aracaju;28;SE;2;1;1;2800308;Aracaju;28;SE;1;1;1;1;1085;1057;1068;1075;518;547.9;501.6;533;ECECAAABDDBBBECBECBDACDDCBCCCECABBDCADACACCDD;DADCBDACCCABECBCAAEECCCDDECEABBDCBEBACADECEAE;AADCECCEDACBBBCCBCCACCEEAABDDBDDBCCCCBEDBAEAD;DBDDBCCEBCEBADCBADACCAAAEDEDEBAECAEDBABEBACBB;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;200;120;200;180;820;E;E;D;C;4;K;A;D;E;B;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
210057582266;2022;3;F;1;3;1;2;0;2;1;0;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1085;1057;1068;1075;461.5;444.4;411;538.5;EDDABEEDDCEEBEBECDEDEABCDBECDCABEEDCBBADADAAD;ECDBECDEEADDEAEDDAAEECEBCEDBABACBABEAEBACABEC;BACBCBAADBCCEAAEBAEDBBEADACAECEABCEEBCACCEBED;DDDCCBBEBEEABEACEEABCEEEBAEDCDECBBEABDBDCBEBB;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;120;120;160;100;600;E;D;B;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
210054843132;2022;8;M;1;5;1;1;4;1;;0;;;;;;;;1100049;Cacoal;11;RO;1;1;1;1;1088;1058;1067;1077;581.5;376.4;377.2;389.5;AACDACCADADBECCCEACEEBAECAAEEBEECDEAAACCCEECB;BBBBABAADBBAAABBCBACCBACCCBACCCBCCABBAEADBCAB;EBBCBBDAABBAADBDBBCBACBBAACCADBACADABCCACBBBE;BDEEDAEBECCEBDABAABEABBCCABEBEBBBBECCCCDBCCBC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;40;120;80;80;40;360;H;H;F;F;6;B;A;A;B;A;A;B;A;B;B;A;A;A;A;A;A;B;A;A;B
210057691642;2022;2;M;1;1;1;2;0;2;1;0;;;;;;;;2929107;São Felipe;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;A;A;4;B;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;A
210054646198;2022;5;M;1;1;1;1;3;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;1087;1056;1066;1078;493.2;547.3;526.5;527.1;CBECEBBDACACDBAADDECCBDDEEBBCACBCCEDBEDCCBBAC;ECAABACDBDEBBDBECEDAABDCAEADBBECDACAADBAACBEC;DACAADABCADACEEAADBCEEEBACDACEAACDBCADAABEEDC;EADBEBDBDBCAECAADABDAEBDCABACCBDAEBDACCADBECD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;160;140;140;160;720;E;E;B;B;5;B;A;B;C;A;A;B;A;B;B;A;A;A;B;A;A;C;A;B;B
210057396193;2022;3;M;1;3;1;1;1;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1088;1058;1067;1077;540.2;591.4;596.1;680.2;ADEECECEEAADCBCBBBDEBBACBCBABCEADEBBBDDCBABCE;BEDEAAABDBCBCDBEBEACDBDCEEDDAADAEDDDECBEBCACD;CDBEDDEBBAEEBDCCABAEADEAEAAEBEEBAACBBCBDDACCB;DEBBCAEABABCBDABDAACCCADEBEBACECDCABABBAAEEAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;200;160;180;180;880;F;E;F;D;4;J;A;E;D;B;A;B;A;B;A;A;A;B;B;A;B;E;A;B;B
210057222530;2022;4;M;1;3;1;2;0;2;1;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;1086;1055;1065;1076;494.6;481.7;386.8;467.2;CECEDEBCBAECCDBCBEDDDDCBEDCACEBBDCABCBAEBEDCD;BADBBDDACDBCECBDAEBBBECAACDCBCCBCADECBDCAECCB;BDBECDCECECABCCBCACABDBEBCBEAEDCBCEABDBBDCECC;CCBEBACCECBDCCAEBCCBCDDBCBEBCECBDEEAEDBADCBDB;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;100;120;120;100;120;560;H;H;F;F;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;E;A;B;B
210054790190;2022;5;F;1;2;1;1;3;1;;0;;;;;;;;1600303;Macapá;16;AP;1;1;1;1;1088;1058;1067;1077;506.2;378.6;461.9;442.2;ADBDCDCCDECBEADBBBAABBCEBCABCBDDADABECCADECCA;AEDDEABABACEAABAAAAADCADBDCBBBABCCBBCDCCDDAAA;AEEEACAADBEDBDEDAECCDCABDEEACEACBCCEAAADDDAEE;BBCDAECBCACDAEDAADAACEEEBCAAACBBBCDEABCDEEACB;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;120;100;120;580;E;F;B;B;4;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
210055178172;2022;4;F;1;3;1;1;3;1;;0;;;;;;;;2906873;Capim Grosso;29;BA;1;1;1;1;1085;1057;1068;1075;380.8;503.1;514.4;368;EBDBADECDABBCABABCDBEBCBCDAEBDCECABBDCEDAECAB;EBCBAADBCBDABCCEBABBCBDBBEDCABDDCABBACADEDEAC;CBECBCC.DEBBBAEBDDDADECBBADAEACBACECADBCACBDA;DBEDDABEBBBADCCADBDCBECAEDADBDCCCCEBBADCCEBDA;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;80;120;100;80;100;480;H;H;C;C;2;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210056868502;2022;11;M;1;1;1;1;0;1;;0;;;;;;;;4208302;Itapema;42;SC;1;1;1;1;1087;1056;1066;1078;547.5;528;540.2;395;DBDCBBBDDCAACCCCCACADABADDEEBEBDEBDBBCECBACBD;DBAABADEAAECAACCEACEADADDDBDADBEBECABAEADACBE;DEDBBEEBCACADBECBDBCECEADCAAAEBACBBCBACDEECBB;BDCCBDEDBCDBEBCDBEACDBDBCDEBDAEDBCBDBAEDABDEB;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;60;60;100;20;340;B;B;D;B;1;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B
210055609034;2022;2;F;1;3;1;2;0;2;1;0;3118304;Conselheiro Lafaiete;31;MG;2;1;1;3118304;Conselheiro Lafaiete;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;3;D;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
210055666184;2022;1;F;1;2;1;3;0;1;;1;;;;;;;;2610004;Palmares;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;B;B;B;4;A;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;B;A;A;B
