NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210054827668;2022;4;M;1;1;1;1;1;1;;0;;;;;;;;5220108;São Luís de Montes Belos;52;GO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;G;A;D;3;G;A;C;E;B;A;B;A;C;A;B;A;B;C;A;A;D;A;D;B
210057713684;2022;2;F;1;1;1;2;0;2;1;0;2303709;Caucaia;23;CE;2;1;1;2303709;Caucaia;23;CE;1;1;1;1;1086;1055;1065;1076;535.3;590.4;607.9;559.2;EBDCDECCAEAACABCBBDBBEABCDEECDCEBDBDBDBDDACAB;DCACCBDAEEADECBBDBEBADEDAEDBDEAADACEBBCDCCECA;DCBBEEABADAEBDBBCACABECECCBACCAEADBCAEADBCECC;ADBCBCDCECAC.CBBEDCCDEBEBDBBBAACABDDABCEBBACD;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;180;180;200;920;E;E;F;F;3;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
210055349227;2022;1;M;0;3;1;3;0;1;;1;;;;;;;;2512705;Remígio;25;PB;1;1;1;1;1088;1058;1067;1077;483.8;569.3;562.3;612.7;DDCCCCCECBEBCAEDCADCEADCBCDCABACCCEBCCCCADDDD;BBDAAAECDECCCCDBCEABACACEEDDCEBABEBDCDBEBAACA;AAAEACAEBDBCBDCCBBAAECCECDCCDCEEBACBCABCEDCCC;CCDAAACCCEABBBABDEABCCDDBBCBDECDECEEADCCCEDAC;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;160;180;140;140;180;800;G;E;D;B;3;G;A;C;D;B;A;B;A;A;A;B;A;A;C;B;A;D;A;B;B
210055126919;2022;1;F;1;3;1;3;0;1;;1;;;;;;;;2905206;Caetité;29;BA;1;1;1;1;1086;1055;1065;1076;466.7;460.6;435.8;624.8;EBCDCDCABDCDECBDAEDBBCEECBEEDEBAECBCACDCADDBC;ACACBDEDADEAECBDDCEEACEAAAEEABDBACCDBEDDAEBEB;CBDBCCBEAEAABABCECEAAEBEBCBABBECBEDCDDDDBCBBA;EDCCECCBEAABDBECADDEADBBCECDBEDDDACEADBD*EADC;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;80;160;120;120;100;580;B;C;A;A;7;A;A;A;C;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
210054501992;2022;3;F;1;3;1;2;0;2;1;0;1502301;Capitão Poço;15;PA;2;1;1;1502301;Capitão Poço;15;PA;1;1;1;1;1086;1055;1065;1076;413.2;496.4;413.7;467.6;BCEADBBCBDEAEBCDABEEACEBCBBDAEBEACEBADCBEACCA;AEACBEDEBAADBCAAEACBDCAEABEDBEDEBADBCDCEAABCD;EDDDBCCAADCBAEEBBCCEAAEEBCDEEABEACBCDDCBCACBC;DEAEBEBDECACDBACAEDCEABAEDBCDAABCBDAECADEABCB;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;200;160;160;200;840;E;D;D;D;2;B;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210057439149;2022;2;F;1;3;1;2;0;2;1;0;;;;;;;;3543303;Ribeirão Pires;35;SP;1;1;1;1;1085;1057;1068;1075;443.8;459.7;467.9;471.4;EBDDECEDACDEABBBEACEEADDAACCBEACCEBCACEDDCBCE;EAECABEEDDCDACECDAEDBAECEDACADEABEEBCDDAEEEAE;DBCCEBCBDBDABACEBAEEDECABBCAEAEAECDABEDABBCAB;DB*ABBDBCCDAAEBAEBDAECDBACCDEAABBDBCDBCAD*DBC;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;80;120;120;120;40;480;E;E;B;D;2;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
210055020257;2022;2;F;1;1;1;2;0;2;1;0;4120606;Prudentópolis;41;PR;2;2;1;4120606;Prudentópolis;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;B;A;A;3;C;A;B;C;B;A;B;C;B;B;B;A;B;C;B;A;D;A;B;B
210056139296;2022;14;F;2;4;1;1;16;1;;0;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1086;1055;1065;1076;484.9;536.9;502.4;462.2;ECEAADCABEAACAACEEACABCACBDBCECBDCBEDEBEEACAD;DEACEAEBDDAEEBBEBEABADAAAAEDCEDCBCDDBEEADBDEE;BAAAABBBACAAABBABCCCEAABCCDEEECAEDACADADBEECB;BBCCBBCEDAEEDACDBABCDABDBCECBEAEDAECADBCCAABE;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;120;120;80;120;40;480;A;D;D;D;3;G;B;D;D;B;A;B;B;B;B;B;A;A;B;A;A;D;B;B;B
210056714649;2022;3;M;1;3;1;2;0;2;1;0;5218805;Rio Verde;52;GO;4;1;1;5208905;Goiás;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;C;B;4;D;A;B;D;B;B;B;A;B;A;A;A;A;B;A;B;B;A;B;B
210055364202;2022;3;F;1;1;1;2;0;2;1;0;;;;;;;;4210506;Maravilha;42;SC;1;1;1;1;1085;1057;1068;1075;558.2;567.7;542.4;670.5;EBDDDCBCDBCAEBBCEBDDADEBDBCCCBABADDBABBCDADCE;DABCCEACCAACDCBAAAAEBEDBBEBAEBEBCBEDACDDAACAC;BDDDDCCADADBAADBCCEAECADBACAEDABACAEADBDCDAAA;DDECDCAEDBDDBDEECBCBADEBABCBBCCACDBDDDCEBACBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;120;120;600;E;E;A;A;4;B;A;B;E;B;B;B;C;B;B;B;A;A;B;A;A;D;A;B;B
210054729867;2022;4;M;1;4;1;1;1;1;;0;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;E;B;B;2;B;A;B;C;A;B;B;A;A;A;B;A;A;C;A;A;E;A;B;B
210057713277;2022;11;F;1;2;1;1;1;1;;0;;;;;;;;2616308;Vicência;26;PE;1;1;1;1;1092;1062;1072;1082;441.9;533.4;455.2;530.7;DADDECCACB*BDBAABDECCACEAEAEAEBECDEAAEEECEABE;DDACAEEBDEAACEBBAAEECABACABCABEEABBDAECCAAEAB;EEAEEBCADAB*DADBBEEEECEACACEEACAACAAEAEDADBED;ECEDECADDCACEABBABDACCEAAAADBAABDEBEEAEACABAE;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;80;100;100;500;A;A;A;A;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
210057896214;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;3513009;Cotia;35;SP;1;1;1;1;1087;1056;1066;1078;561.7;484.4;538.6;572;ABECDCAABCEADBABCCCCADCCAEEABEEDDBCCCCDABEBCB;EBDDBADABDCCBADDCCABACBBCEBDBCAABCBCEDBDAADBC;DECDBDEBCAEACCAAABABDCBCACBECBDCCD.CCEDCDBCBD;BEEEACEBDAADBACCABCDACADABDDDACDCDBDBADBACDCA;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;160;180;140;160;160;800;C;F;D;D;3;G;A;C;C;C;A;B;B;B;A;B;A;B;D;A;A;D;A;B;B
210054840850;2022;1;F;1;1;1;3;0;1;;1;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1085;1057;1068;1075;608.2;599;585.9;558.9;ADBCBCBCABCCBEDBBECDACECBBCCBCCAAACCACDCCCACE;DBDCEEDBDCACBCEDBAADBCDECEBBABEECBEDACBDAAEAB;BDEDDCCCDECCBACCAAAADEBABACAACABAADBAEBDBBAAA;DABCCACDEEAADBCCCECBBDEECDECDCEBACBDBDAECECDE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;160;200;160;200;160;880;E;G;F;E;4;I;A;C;E;B;A;B;B;B;A;B;B;B;C;A;B;E;B;E;B
210057744063;2022;3;F;1;3;1;2;0;2;1;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;1087;1056;1066;1078;421.3;491.6;530.6;474.4;AABDCCBBEEBABCDBEACCEBEDDDDCADBEDDDDBDBBBEBAC;BAECBAAEACDCEBCECECDBBADEEEAAAECADEACEBADAAEC;CDDDBCDBBACDAEAAADECEAECDEBACAEACDACBDECECCBA;CAEEAEABACDDEEDCBCEDBAEADECDCABEBDACABABECDAE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;120;200;100;160;120;700;D;E;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210056810195;2022;6;F;1;1;1;1;4;1;;0;;;;;;;;5002704;Campo Grande;50;MS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;F;D;D;D;4;M;A;C;D;B;B;C;C;B;A;B;A;B;B;A;A;E;B;B;B
210054520813;2022;12;M;2;3;1;1;16;1;;0;;;;;;;;5201108;Anápolis;52;GO;1;1;1;1;1086;1055;1065;1076;717.6;695.1;653.7;660.3;CEEDBABEACCCDEACAECCBCCAEBEDABAADECBDCBDDBAEB;AEABEEDBDDADECBECBDBBDDAAADBCBDAEACDBBDDBBBCA;EDEAACABAAABBDEBBACCBEAECCBBDCAEADCCADBDBDDEE;AAAAACEBECECACDECDEEEEDCBDBBBCECCAADDDDDDDCDD;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;200;160;160;140;800;F;E;F;A;2;C;A;C;C;C;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B
210057786245;2022;6;F;2;3;1;1;3;1;;0;;;;;;;;4205407;Florianópolis;42;SC;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;D;2;C;A;B;B;A;B;B;B;A;A;B;A;A;B;A;A;C;A;A;B
210054641067;2022;3;M;1;1;1;2;0;3;1;0;5102678;Campo Verde;51;MT;4;1;1;5102678;Campo Verde;51;MT;1;1;1;1;1085;1057;1068;1075;577.2;600.6;558.3;685.6;ECEBACDAEBCCCEBAECDBEBABDBCCCCEBECECEDBCCDBAA;BBACCBECEADCCBBDAAADCADDAECEEBBECBDEBCADADEAB;BDECBCCDDACABADBAEEAEEDABADAEECBEECAEEDCEDBEC;BBEBACEABEDDAECDCDCBACBDCCCABAAECDBABDAECACBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;160;200;160;160;200;880;G;G;A;D;4;M;C;D;D;D;A;C;C;B;B;B;B;B;C;A;B;D;A;B;B
210055738138;2022;2;M;1;1;1;2;0;3;1;0;3306305;Volta Redonda;33;RJ;4;1;1;3306305;Volta Redonda;33;RJ;1;1;1;1;1087;1056;1066;1078;709.5;687.2;702.8;821.2;DBECDBEACDAEBECEAAECBBCBCDAECEAEEADCCADEDADBB;ECBDBBDDABECAABCCADBAEACDEEDABBCDDEABABCAAADB;DECDBDDBCABEECAEADADACEEAEBEEAEABDBCCCDBEECBB;BEECAEABDDCEBDBAAACAAECDCCCEDCDBBDDECDCBDBBAA;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;200;200;180;200;200;980;F;E;F;B;4;B;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;E;A;C;B
210055542246;2022;1;F;1;2;1;3;0;1;;1;;;;;;;;2704302;Maceió;27;AL;1;1;1;1;1086;1055;1065;1076;481;607.6;499.8;683.7;EBDCDEAEBECDAADEABEBDDCBCDBBABCEBCBCDCDAEECCB;DEABCADABCAEECBEDCABADDBAABCDEDACADDEECDDBBCD;DDBDEEBCAEABBDEAAEBDEAEAB*BEBAAEBACCBDAEDBEAE;DBACBEEBEDACACDBCECBBEDCCDECBEAADABDCEBDBCADB;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;160;200;120;180;200;860;G;G;D;D;5;H;A;D;D;B;A;B;A;B;A;B;A;B;D;B;B;C;B;C;B
210055774011;2022;3;M;1;3;1;3;0;1;;1;;;;;;;;3109303;Buritis;31;MG;1;1;1;1;1087;1057;1068;1078;390.6;433.3;390.5;448;CEADCCBBCCEABBDCEACEADAABAEBEACECDCDAEDBAEBDA;BACBEDDAEAECAADEBADAEDADCCDBADAEEBADBEACBEBAD;ECEADDEAADCCAEBADECABDBDAAECBEEAEBECAACEECADE;AEBAEDAEABAEECABAEAACEBBBDACACDCEEACBEABCDAAD;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;60;120;80;80;20;360;C;C;C;F;3;D;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
210054797239;2022;4;M;1;3;1;2;0;2;1;0;1100304;Vilhena;11;RO;2;1;1;1100304;Vilhena;11;RO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;D;C;4;H;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;E;B;C;B
210056386241;2022;3;F;1;1;1;2;0;3;1;0;;;;;;;;3303500;Nova Iguaçu;33;RJ;1;1;1;1;1088;1058;1067;1077;402.8;457.8;493.8;385.4;CADEDCCACEDEABECABDADBCEDCDBCEADABDAACDDDBEED;DBEACEBCECCEAEDDDCABDDCCEBDAACBCCAEACBEABCDEB;CBDBACAEADBDEAAEDBAAECAACDEACEDCBACBEAEBDBCAD;BDADCDADBCBEBCCEADABBAEEBDACBCBCBBAEDCCCECDEB;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1;120;120;140;140;140;660;E;E;C;B;3;G;A;B;C;B;A;B;B;B;B;B;A;A;C;A;B;D;B;B;B
210054659274;2022;4;M;1;1;1;1;1;1;;0;;;;;;;;4314902;Porto Alegre;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;E;E;B;3;P;A;B;C;B;A;B;B;B;B;B;A;B;D;A;B;D;B;C;B
210056211672;2022;14;M;1;3;1;2;0;2;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1086;1055;1065;1076;481.9;493.3;366.9;367.8;EAAEDECABDABDBCABCDCACEDCABEEEDABBADDACCEAEBC;CEACEADAEBEADBBBACABCDBDABAEADCCDBCEACAA*CCCA;DAEBEDAADACBACAABCBAAACDCDAAADCEDCBCACCDCCBBB;CDCEEBBEACECACADBBBAAADBCEAEAAAAABEDEADDEAEAB;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;8;0;0;0;0;0;0;E;B;D;A;5;B;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
210057529822;2022;4;M;1;3;1;1;1;1;;0;;;;;;;;3113305;Carangola;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;A;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210056697636;2022;14;F;2;1;1;1;16;1;;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;1087;1056;1066;1078;503.6;517.8;552.3;624.7;ACBADCCCDDBCBBCCDCCCDEDCDDBEADACCEACAEEDBACBB;ECAABAAAAAAAAABCCADEAEAADEABBBBEDACACCCCCCCCC;DEDDDDDBCADCDAAAEDDCECCADABACACADABCBCABAEAAA;BBCAACABDBCCCABDAABDEECCDCDEACCBABACCCCDEEEEE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;100;120;20;460;B;E;C;F;4;G;A;C;C;B;A;B;A;B;B;B;A;B;D;A;A;D;A;C;B
210057185631;2022;13;F;2;3;1;1;13;1;;0;;;;;;;;2913606;Ilhéus;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;A;A;C;4;B;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;E;A;A;B
210056673353;2022;2;M;1;3;1;2;0;2;1;0;3105608;Barbacena;31;MG;1;1;1;3105608;Barbacena;31;MG;1;1;1;1;1087;1056;1066;1078;558.6;584.3;565.3;643.9;DCECCBABBDACECABCCDBCAEBDDEABEBDCADEBADCEEDCD;EABDBCADBDECBABECADDABACCEADABEDDECABBBCAA*.C;DABDBDECBADCDECAEDACBDECABBAEAEABDECBCADEECBD;BDEDABABDCCDBAACCAAADECEBCBEADABCDBCEBDEDADCA;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;160;140;120;160;100;680;F;G;D;D;4;E;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
210057805410;2022;3;M;1;3;1;1;1;1;;0;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;1085;1057;1068;1075;507.3;611.2;526.2;523.9;ABEDBEEBCBADCEBCABEDADDCEADCABDBEACBDECCABABA;CBECEBBCDCAEDEECAADECADDBEAAEBDEDBDEACEDAAEAE;BDEDDCCCDBCEBBCBCBADAAEEBCEAAEEDEADEBCCDBCABC;EBDAACAADABCCDBBEDBECDAEAABDCBCCBCABBDACDABBE;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;100;120;100;100;40;460;E;E;F;B;3;D;A;C;D;B;A;C;B;B;A;B;A;A;B;A;B;D;A;B;B
210056515453;2022;3;F;1;3;1;2;0;2;1;0;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1086;1055;1065;1076;485.4;498.6;534.5;393.3;DBDCCDBBBADBEACDADEBECCAADBCACADCCDBCEBDEABAE;DEACBDCADBADDBCDBAABCEEBAEACCBBACACABDCADECBB;ADDDECEAACCBDCACBCCABEEECCBAAD.ABDECACCBBDAEB;CAADBBCEEAEECBDEBBDEBAEDCCDBAEDECCBADBAAECEDB;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1;140;140;120;140;200;740;E;E;D;D;4;E;A;D;D;B;A;B;B;B;A;B;A;B;B;B;A;E;A;B;B
210055510768;2022;3;F;1;1;1;2;0;2;1;0;2307601;Limoeiro do Norte;23;CE;2;1;1;2307601;Limoeiro do Norte;23;CE;1;1;1;1;1085;1057;1068;1075;399.5;499.3;455.5;400.8;BDCABEECDAAEACADDBEECCBABADEACCA*DBDACEAAB.CA;DCCEACECDCAAEABECADBCACABEDCAEBECBCDACBDBBAAA;DAAACBBADDABCEEABBEABEBABDBDECAAAADBADEAEDDCE;EAEBADAECDCBBEDCCDDBDCCAEBDACDABDDEEAADDBEEBD;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;120;120;600;H;H;A;A;5;C;A;B;C;A;C;B;A;B;A;B;A;A;B;B;A;D;A;A;B
210055531401;2022;2;F;1;1;1;2;0;2;1;0;;;;;;;;4113700;Londrina;41;PR;1;1;1;1;1087;1056;1066;1078;547.6;582.5;594.9;623.7;DEBCECDADBAEDBEBBBBBCDEDBCACDEBBBABCAEECADDCB;EBBEBBAEDEECBDBECAEBAAAECCCDAEBDDAAABCBDDAADC;DEDDBCDBCACECEAAADABBDACACBEABEABDBCCDEBEECBD;BEEDACDBDBBBEBBBEEADCDAACDCEECCEDDDCEECCDBDCC;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1;100;120;80;120;100;520;E;C;F;B;4;K;A;D;D;C;A;B;B;B;A;B;A;B;E;B;B;E;B;C;B
210057764478;2022;6;M;1;3;1;2;0;2;1;0;2933208;Vera Cruz;29;BA;2;1;1;2933208;Vera Cruz;29;BA;1;1;1;1;1085;1057;1068;1075;486.2;383.2;365.5;420.7;EDAAAABCCABBBABEBBEDADDECACCEABECBBDADEDAADBD;ADEAEBECCEBEDDCBBCCDAAAEEEECDCBAEEBDDAEDDAEAB;ADAEBABABBBABDBDBBECAACEACEBAAACAEDADABABCCDD;BBBBCBBABEAABDADCEADBCAACDCDEDBDDCAECADECCBDD;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1;120;120;120;120;0;480;A;C;A;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;B;B;A;A;B
