question_number,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
210054601601,A,B,D,C,C,B,C,B,A,C,A,A,C,D,C,B,B,D,C,A,B,B,E,B,C,D,E,E,E,D,A,C,D,A,E,B,A,D,B,B,B,A,D,B,D
210056363951,A,C,B,C,C,C,B,B,A,B,B,A,D,B,C,C,C,C,C,B,C,E,C,A,D,B,B,B,C,B,B,D,C,D,B,B,A,C,D,A,D,B,D,C,A
210057723308,C,D,D,A,C,E,B,E,B,C,B,A,A,B,A,E,E,C,A,B,A,D,D,B,B,C,C,B,C,D,D,D,A,E,B,B,C,B,E,D,A,E,C,D,E
210055101025,B,B,C,E,D,A,B,C,B,E,B,C,A,D,B,C,B,C,D,B,C,A,C,D,B,D,A,E,A,B,D,E,C,A,C,A,B,E,C,D,B,E,C,A,C
210054669098,C,B,C,D,C,E,B,B,A,B,A,A,A,B,C,B,B,A,C,B,C,D,D,C,C,E,B,E,B,E,A,A,D,D,A,D,A,E,D,C,C,E,D,D,B
210057596830,D,C,A,C,C,C,D,A,D,E,A,C,D,E,B,B,C,B,C,C,C,D,A,C,E,D,A,E,C,E,A,C,B,C,B,E,A,E,D,A,A,E,D,A,B
210056805132,D,B,E,E,D,C,C,D,D,C,E,C,B,B,A,C,B,B,C,A,A,B,D,B,D,D,E,B,C,D,A,C,B,B,B,E,E,D,D,C,D,A,E,C,C
210054617670,D,D,C,C,B,C,E,E,A,A,D,A,D,B,C,A,C,A,B,E,A,C,C,C,C,A,C,E,C,A,B,E,B,B,E,D,B,E,B,B,A,C,E,B,A
210057614162,E,D,E,C,A,E,E,C,D,E,A,A,D,B,C,D,A,A,E,B,B,D,D,E,E,C,A,B,B,B,B,A,D,A,A,B,A,A,B,C,C,E,C,C,B
210054858575,A,C,D,C,D,D,B,C,B,A,D,A,A,B,C,A,C,C,C,C,D,A,C,D,D,C,C,C,C,D,C,E,D,C,A,B,C,E,D,B,D,D,C,C,D
210055861502,A,D,D,D,C,A,E,E,C,C,A,A,D,B,D,D,E,D,E,A,B,E,B,D,D,D,A,D,D,D,E,C,D,E,C,D,B,C,B,C,B,E,D,A,E
210057500497,D,A,D,E,B,D,B,A,D,C,B,A,B,A,C,C,C,E,C,E,C,C,E,A,A,E,A,E,E,D,D,D,B,E,C,D,B,A,A,A,D,B,A,B,A
210056933390,A,C,B,D,A,C,C,D,D,A,B,C,B,B,C,D,D,C,E,E,C,D,D,C,A,E,A,A,D,D,B,D,B,E,D,D,D,B,E,C,B,B,A,C,D
210056018821,A,A,D,C,C,C,A,A,E,E,B,C,D,B,B,B,A,B,C,C,C,C,D,E,C,E,A,D,B,E,B,D,C,B,B,D,A,C,E,A,B,A,E,A,A
210056687476,E,C,E,C,C,B,C,C,C,D,A,C,B,C,C,E,C,C,C,A,D,D,B,C,C,E,B,A,C,E,B,C,D,A,B,C,B,E,B,E,B,E,D,C,B
210056899093,A,D,E,C,E,C,A,E,B,B,B,C,A,C,A,D,E,D,A,B,C,D,E,D,B,C,A,D,D,A,A,C,B,E,C,E,A,A,E,D,B,A,B,C,B
210056563562,D,C,C,C,A,B,D,B,B,C,B,A,D,B,C,B,B,E,B,A,D,B,C,D,A,E,E,A,D,E,B,E,C,C,B,C,B,E,D,A,E,A,E,C,C
210054633944,E,E,A,B,E,D,B,D,C,E,A,B,D,D,D,A,D,C,D,C,B,D,C,C,D,E,B,E,B,A,C,B,B,B,C,B,B,E,C,E,C,E,A,D,C
210055753995,D,C,B,C,C,C,A,A,D,A,A,A,D,C,E,B,B,A,E,A,D,D,E,B,B,E,A,E,C,E,B,C,E,C,B,D,A,C,B,A,C,A,E,C,B
210057041242,B,B,E,A,E,D,B,D,D,C,D,B,D,D,D,A,D,B,E,C,D,B,C,D,A,C,B,A,D,C,D,E,E,A,A,C,B,A,E,A,C,B,D,E,B
210054860412,A,E,A,E,A,B,E,C,C,E,C,A,C,C,E,C,D,C,C,B,A,C,E,C,C,E,D,E,A,E,E,E,E,E,B,C,C,C,E,E,B,E,E,C,D
210057742152,D,D,E,A,D,A,A,D,A,B,E,A,A,C,C,A,B,C,A,C,C,A,C,C,D,D,B,A,A,A,B,A,B,A,A,B,B,B,A,D,B,A,E,C,B
210056598121,C,B,E,D,D,C,A,A,C,C,E,E,A,E,E,B,B,D,C,C,B,B,A,B,D,D,E,E,A,E,C,D,D,A,D,D,D,E,B,B,A,A,B,C,A
210057927090,B,D,D,B,D,B,E,B,B,D,C,C,B,C,A,C,B,A,C,C,B,B,E,B,C,D,E,A,E,C,E,B,D,A,B,D,B,E,B,B,C,D,E,C,A
210056942877,D,D,E,C,D,C,E,D,C,C,A,E,B,E,D,E,A,B,C,C,D,B,C,D,A,E,A,C,D,E,B,A,E,B,B,B,A,A,C,E,D,B,D,D,B
210056987643,C,B,E,C,D,C,B,C,B,E,B,C,A,A,E,B,C,A,E,E,D,D,C,C,E,D,A,C,C,D,A,E,C,A,D,B,E,C,B,B,A,E,D,B,B
210057610647,C,A,D,A,E,C,B,E,C,B,B,A,B,A,E,B,C,E,B,A,D,C,C,E,D,A,A,A,B,D,D,C,E,A,E,E,E,A,B,D,A,B,C,B,E
210057475754,A,C,D,D,A,C,A,B,C,B,B,C,A,B,C,A,B,C,A,B,A,C,A,D,A,A,A,C,A,A,C,C,C,D,C,B,B,A,D,B,E,A,B,C,C
210056201793,A,C,C,E,C,A,B,B,B,C,C,A,A,D,A,D,D,A,B,C,B,A,D,B,C,A,A,D,B,C,A,A,A,A,C,B,C,D,C,A,B,A,B,C,A
210054487288,C,D,E,C,D,C,E,D,A,B,B,A,A,D,A,B,B,C,A,C,C,D,E,E,D,D,B,E,D,D,E,D,C,A,A,B,C,A,D,B,B,A,C,E,B
210057804377,A,C,D,B,E,C,A,D,C,E,A,D,A,C,D,A,D,B,C,C,B,E,A,B,D,B,D,D,C,A,B,D,E,B,C,D,B,A,E,B,E,E,E,A,D
210056369980,E,C,D,D,E,A,C,E,B,C,A,A,A,C,D,D,B,B,A,B,A,E,E,E,E,B,D,B,D,D,A,B,B,A,A,D,B,D,E,D,C,E,B,D,A
210055797384,C,D,E,C,D,C,A,E,D,E,A,B,B,B,C,C,C,B,A,C,B,B,C,B,D,D,E,C,C,C,D,E,C,D,B,D,A,A,E,C,B,A,C,D,B
210055955971,C,B,D,D,C,E,A,C,D,C,D,A,A,B,C,D,D,A,E,E,B,A,E,C,B,D,B,A,D,C,E,D,C,D,A,E,C,E,D,C,D,B,B,A,C
210055809659,C,C,C,C,D,C,E,A,B,B,B,C,A,B,D,E,C,D,E,C,C,B,C,D,C,D,B,E,C,E,C,B,C,A,B,D,C,D,B,E,E,A,B,C,A
210054986072,B,C,A,E,C,C,A,B,B,D,A,C,B,B,C,C,E,B,C,C,D,D,B,A,D,B,E,C,B,C,D,A,D,A,D,B,E,B,D,B,A,E,A,A,C
210055079988,D,D,A,C,D,C,A,D,C,A,E,C,D,C,D,A,D,D,E,C,D,A,C,D,D,C,E,E,C,E,A,B,D,B,C,D,D,C,D,A,B,D,B,D,E
210054801369,C,B,B,C,B,C,A,B,C,D,E,C,B,C,D,B,C,A,E,C,C,E,C,D,D,D,A,B,C,E,C,E,C,A,D,B,A,E,E,D,B,E,C,C,A
210054578206,A,C,A,C,C,C,A,D,A,B,A,C,A,E,B,D,C,B,C,C,B,C,D,D,E,D,A,B,B,E,E,B,E,A,B,B,C,C,B,A,B,E,B,C,A
210057000151,A,E,B,A,A,C,A,B,D,A,E,A,B,B,A,A,A,D,C,A,B,B,C,A,C,A,C,D,C,E,A,B,E,D,C,D,D,C,E,B,E,A,A,C,C
210055989543,D,A,E,C,B,C,E,A,C,C,B,E,C,E,B,B,C,A,C,A,A,A,E,B,D,D,A,A,D,E,A,D,E,A,D,C,B,A,D,B,B,E,D,D,C
210057163325,D,C,B,E,C,C,B,D,A,C,A,A,B,D,B,A,B,D,D,E,E,A,E,E,A,E,A,D,B,C,C,E,A,C,E,C,E,A,A,B,E,A,B,C,A
210056258830,A,A,D,C,E,C,A,A,B,E,C,A,D,B,C,A,B,A,A,A,D,E,A,E,E,C,B,E,E,A,C,B,D,A,E,E,B,E,A,B,B,B,C,C,C
210054500881,A,D,B,D,C,B,E,C,B,C,A,A,B,B,E,E,C,A,D,D,D,A,D,B,B,E,A,C,B,D,A,C,E,B,A,B,B,D,D,E,A,B,A,A,E
210057467105,A,B,C,A,D,D,D,C,E,D,A,C,D,B,C,D,B,B,E,C,A,D,E,D,C,D,A,E,D,D,C,E,B,A,D,B,B,C,D,C,A,E,C,C,A
210054914482,C,A,D,A,C,D,B,B,A,B,D,B,C,B,B,D,B,B,E,E,A,B,B,C,A,E,B,B,A,A,C,A,A,D,D,B,B,C,B,A,A,A,E,B,A
210054513731,D,E,E,C,D,C,B,A,C,C,B,E,B,D,A,B,A,A,E,C,E,B,C,D,D,E,A,D,B,E,E,C,E,A,C,B,C,A,A,C,E,B,D,B,A
210056360802,A,D,B,A,D,C,A,B,B,D,A,A,B,D,B,B,C,B,E,D,C,E,D,C,E,D,A,A,D,E,E,C,D,E,D,C,B,E,D,A,B,E,C,C,B
210054954631,A,B,D,A,B,C,A,B,A,B,B,C,A,B,C,A,B,C,D,A,D,B,C,E,D,C,A,C,A,E,D,E,C,B,E,D,A,B,C,D,E,E,B,C,D
210054582592,A,C,D,D,C,C,A,B,A,E,B,A,D,B,C,E,E,C,D,C,B,D,A,C,E,A,A,C,D,A,D,D,E,A,C,B,B,E,B,C,C,A,B,D,B
210055461803,C,A,E,C,A,C,A,D,E,B,B,C,B,B,D,A,D,B,C,C,E,D,E,A,C,E,E,B,C,E,A,E,B,A,A,E,E,E,A,A,B,C,A,D,D
210056969327,D,D,A,C,E,B,A,D,D,D,A,C,B,D,E,D,E,A,D,C,E,E,E,C,E,C,E,E,B,C,C,D,E,B,B,D,B,E,D,D,A,E,B,C,A
210056412330,E,C,E,A,C,C,A,C,D,C,A,A,B,D,B,B,B,B,E,C,B,D,E,B,D,D,E,D,A,E,B,B,A,C,B,A,B,E,C,C,B,E,B,D,D
210057635176,A,C,C,D,E,C,B,B,A,C,E,A,A,B,A,D,C,B,E,B,A,D,C,D,C,B,A,C,B,D,A,C,C,A,D,A,D,C,B,C,B,E,A,C,D
210056369596,A,A,E,A,A,C,A,C,A,E,A,E,B,B,D,B,B,E,C,C,A,D,E,C,D,E,A,E,A,D,D,E,C,E,A,B,A,E,E,E,B,E,B,C,B
210056146492,C,C,D,A,C,C,D,E,A,C,A,C,B,B,B,E,D,C,C,C,B,E,A,C,B,E,E,E,D,E,B,A,B,C,C,E,C,E,C,D,B,A,D,C,A
210056452021,A,B,E,C,D,B,A,B,A,C,B,A,B,C,A,B,A,C,C,A,B,C,C,A,E,D,A,A,D,D,C,C,C,C,C,D,E,E,D,A,B,E,B,E,B
210057910497,A,B,E,E,A,C,D,C,C,E,A,C,D,E,E,D,B,E,C,A,B,B,E,D,E,D,E,D,E,E,D,D,E,D,C,E,D,E,D,D,D,D,E,D,E
210056025971,D,C,A,D,D,C,A,A,A,B,A,A,A,E,E,B,E,C,E,C,C,B,D,D,E,D,A,A,B,C,A,E,E,B,B,C,A,A,C,C,D,A,B,B,B
210055637842,C,D,B,B,E,C,B,C,A,B,C,E,B,E,C,A,E,D,B,C,D,C,E,C,B,B,D,A,E,C,C,D,B,D,B,D,C,E,B,C,A,A,C,E,C
210055967564,D,C,D,B,B,C,A,D,A,C,A,E,E,A,C,D,B,B,C,B,A,B,A,C,B,D,E,D,C,B,B,B,E,D,D,B,B,E,A,A,A,D,C,B,A
210055763601,A,D,B,D,C,B,D,C,B,D,C,E,B,D,D,D,E,B,A,E,C,D,B,A,B,D,B,D,B,C,C,B,C,B,D,C,B,D,E,C,B,E,B,B,A
210057132268,A,A,E,C,D,B,E,B,B,C,A,A,B,A,B,B,B,B,C,D,D,D,E,C,D,D,A,E,C,A,B,A,B,A,B,B,D,C,B,C,B,A,E,E,A
210056654475,C,A,A,B,E,B,A,C,E,C,B,E,A,B,B,C,C,A,E,A,D,A,A,D,C,E,E,E,C,E,A,B,C,A,A,C,A,D,C,D,E,A,B,B,A
210056894838,E,C,A,A,D,C,A,E,B,C,B,A,A,D,A,C,D,B,C,E,A,B,E,D,A,E,A,E,C,B,C,B,D,E,C,D,E,C,E,C,B,C,B,E,A
210054959969,C,C,D,C,D,B,D,B,C,B,B,A,B,E,D,D,C,A,D,A,B,D,D,C,E,D,A,B,A,A,A,E,D,A,B,C,A,E,C,C,B,C,A,D,B
210054723560,C,C,D,D,A,C,A,D,D,C,C,A,B,B,A,A,B,B,E,B,D,B,D,D,E,C,E,E,D,A,E,C,E,A,B,D,E,C,B,A,B,E,E,B,B
210054574893,B,D,D,B,B,B,D,D,C,C,B,A,D,D,A,C,C,B,A,E,B,E,B,C,B,E,A,C,B,B,A,E,C,A,A,A,B,B,B,B,B,E,A,B,A
210054978702,A,B,E,D,D,C,E,B,D,D,A,C,D,C,E,A,A,B,C,C,D,D,B,D,A,E,C,C,D,B,E,C,B,A,C,B,B,A,C,B,D,A,A,C,B
210057049755,A,C,B,A,C,C,B,D,C,B,A,C,C,B,B,B,D,B,C,B,D,C,B,B,A,D,B,C,B,C,B,D,B,E,C,D,C,D,C,C,D,A,B,D,B
210057612088,E,E,D,A,E,C,B,A,C,E,A,E,A,B,B,C,C,A,C,C,C,E,D,D,E,A,E,E,B,E,B,B,D,C,D,D,B,B,E,E,E,E,D,A,E
210057463254,E,C,A,C,E,E,B,A,C,E,B,B,D,A,C,B,D,D,E,A,A,D,C,B,B,E,A,D,A,E,A,C,D,A,B,E,D,A,E,B,E,A,B,B,D
210056651289,A,C,D,D,A,B,D,C,D,C,E,B,B,A,C,B,C,B,E,A,D,C,B,C,D,E,A,B,D,C,C,D,B,D,E,A,C,B,D,D,E,A,E,D,A
210056224302,C,B,E,D,D,B,A,B,B,C,B,E,D,C,D,E,C,C,C,E,A,B,C,C,E,C,A,B,B,E,B,B,A,A,A,C,A,A,D,A,D,A,A,C,B
210055042460,A,C,B,E,B,C,A,D,B,A,B,E,A,B,C,B,C,C,C,E,A,B,A,C,A,C,B,E,C,D,D,B,C,D,B,B,E,C,E,A,E,A,E,A,B
210055244811,D,A,C,B,E,E,A,E,D,C,B,A,C,D,A,D,A,C,C,E,A,B,C,B,C,A,D,C,C,E,A,C,C,C,B,C,B,D,B,B,E,B,A,D,C
210056678077,A,B,C,C,E,B,A,D,B,D,D,C,B,E,A,A,B,C,B,B,A,D,A,C,D,E,E,E,D,D,B,B,B,C,C,E,B,E,E,C,A,C,B,D,A
210054585723,A,D,D,D,C,B,A,B,D,D,B,C,E,E,E,B,C,A,C,A,B,D,D,D,E,D,C,D,C,E,C,E,C,E,D,B,B,B,E,C,C,E,B,C,E
210056296739,E,D,E,C,B,C,C,B,C,B,B,C,A,C,C,A,E,A,C,A,D,A,D,B,D,E,E,E,D,A,B,E,D,C,A,E,B,A,E,D,C,D,D,B,D
210054560752,E,B,B,A,C,C,A,C,B,D,E,C,B,C,D,B,B,B,C,C,A,D,E,C,E,D,D,E,C,E,C,B,D,C,A,B,B,E,C,C,B,E,B,B,B
210056130763,A,C,B,A,C,C,C,E,E,A,A,C,D,B,A,D,C,C,D,E,D,E,E,C,C,E,A,E,C,A,A,A,B,D,E,B,A,C,C,D,C,B,E,C,D
210056359777,C,D,D,E,B,D,A,E,D,A,E,E,D,C,C,E,E,B,A,E,A,C,A,C,A,A,B,E,C,E,A,C,C,D,B,D,B,B,E,B,C,E,C,C,D
